"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","IND_FOR_PRECIP"
"1301709","2022-03-01T00:00:00","-8.00","6.97",,,"1","4","2","5",,,"11",,,,,,,,,"10106",,,"8",,,,,"9","288",,,,,,,,,,,,,"358","86","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"BATFR04","2022-03-01T00:00:00","-3.90","6.90",,,"1","6","2","5","7","2","1",,"220","1","40",,,,,"10098","8","6","8","284",,,"244","1","298",,,,,,,,,,,,,"358","36","798","172","5","1","2","1","111111","11AAA11A11AAA1",,"5",,,
"1301709","2022-03-01T01:00:00","-8.00","6.97",,,"1","4","2","5",,,"11",,,,,,,,,"10098",,,"8",,,,,"9","288",,,,,,,,,,,,,"358","86","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"BATFR04","2022-03-01T01:00:00","-3.80","6.70",,,"1","6","2","5","7","2","1",,"220",,"45",,,,,"10086","8","23","8","283",,,"247","1","297",,,,,,,,,,,,,"358","36","798","172","5","0",,"1","111111","11AAA11A11AAA1",,"5",,,
"1301709","2022-03-01T02:00:00","-8.00","6.97",,,"1","4","2","5",,,"11",,,,,,,,,"10092",,,"8",,,,,"9","288",,,,,,,,,,,,,"358","86","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"BATFR04","2022-03-01T02:00:00","-3.70","6.60",,,"1","6","2","5","7","2","1",,"210",,"45",,,,,"10084","6","21","8","283",,,"243","1","300",,,,,,,,,,,,,"358","36","798","172","5","0",,"1","111111","11AAA11A11AAA1",,"5",,,
"1301709","2022-03-01T03:00:00","-8.00","6.97",,,"1","4","2","5",,,"11",,,,,,,,,"10091",,,"8",,,,,"9","287",,,,,,,,,,,,,"358","86","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"BATFR04","2022-03-01T03:00:00","-3.60","6.50",,,"1","6","2","5","7","2","1",,"230",,"50",,,,,"10084","6","14","8","285",,,"245","1","300",,,,,,,,,,,,,"358","36","798","172","5","0",,"1","111111","11AAA11A11AAA1",,"5",,,
"1301709","2022-03-01T04:00:00","-8.00","6.97",,,"1","4","2","5",,,"11",,,,,,,,,"10091",,,"8",,,,,"9","288",,,,,,,,,,,,,"358","86","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"BATFR04","2022-03-01T04:00:00","-3.40","6.30",,,"1","6","2","5","7","2","1",,"230",,"35",,,,,"10086","5",,"8","284",,,"244","1","299",,,,,,,,,,,,,"358","36","798","172","5","0",,"1","111111","11AAA11A11AAA7",,"5",,,
"1301709","2022-03-01T05:00:00","-8.01","6.96",,,"1","4","2","5",,,"11",,,,,,,,,"10096",,,"8",,,,,"9","288",,,,,,,,,,,,,"358","86","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"BATFR04","2022-03-01T05:00:00","-3.30","6.20",,,"1","6","2","5","7","2","1",,"220",,"25",,,,,"10093","3","9","8","283",,,"243","1","298",,,,,,,,,,,,,"358","36","798","172","5","0",,"1","111111","11AAA11A11AAA1",,"5",,,
"1301709","2022-03-01T06:00:00","-8.01","6.96",,,"1","4","2","5",,,"11",,,,,,,,,"10100",,,"8",,,,,"9","288",,,,,,,,,,,,,"358","86","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"BATFR04","2022-03-01T06:00:00","-3.20","6.00",,,"1","6","2","5","7","2","1",,"270","1","20",,,,,"10094","1","10","8","284",,,"242","1","298",,,,,,,,,,,,,"358","36","798","172","5","1","2","2","111111","11AAA11A11AAA1",,"5",,,
"1301709","2022-03-01T07:00:00","-8.01","6.96",,,"1","4","2","5",,,"11",,,,,,,,,"10106",,,"8",,,,,"9","288",,,,,,,,,,,,,"358","86","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"BATFR04","2022-03-01T07:00:00","-3.10","5.90",,,"1","6","2","5","7","2","1",,"230",,"65",,,,,"10101","2","15","8","282",,,"244","1","291",,,,,,,,,,,,,"358","35","798","172","5","0",,"2","111111","11AAA11A11AAA1",,"5",,,
"1301709","2022-03-01T08:00:00","-8.00","6.97",,,"1","4","2","5",,,"11",,,,,,,,,"10111",,,"8",,,,,"9","289",,,,,,,,,,,,,"358","86","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"BATFR04","2022-03-01T08:00:00","-3.00","5.80",,,"1","6","2","5","7","2","1",,"230",,"70",,,,,"10107","3","14","8","283",,,"245","1","291",,,,,,,,,,,,,"358","35","798","172","5","0",,"2","113111","11AAA11A11AAA1",,"5",,,
"1301709","2022-03-01T09:00:00","-8.00","6.97",,,"1","4","2","5",,,"11",,,,,,,,,"10113",,,"8",,,,,"9","289",,,,,,,,,,,,,"358","86","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"BATFR04","2022-03-01T09:00:00","-2.90","5.60",,,"1","6","2","5","7","2","1",,"210",,"60",,,,,"10114","2","20","8","283",,,"245","1","292",,,,,,,,,,,,,"358","25","798","172","5","0",,"2","111111","11AAA11A11AAA1",,"5",,,
"1301709","2022-03-01T10:00:00","-8.01","6.97",,,"1","4","2","5",,,"11",,,,,,,,,"10112",,,"8",,,,,"9","290",,,,,,,,,,,,,"358","86","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"BATFR04","2022-03-01T10:00:00","-2.80","5.50",,,"1","6","2","5","7","2","1",,"220",,"50",,,,,"10110","0","9","8","283",,,"243","1","293",,,,,,,,,,,,,"358","25","798","172","5","0",,"2","111111","11AAA11A11AAA1",,"5",,,
"1301709","2022-03-01T11:00:00","-8.01","6.97",,,"1","4","2","5",,,"11",,,,,,,,,"10111",,,"8",,,,,"9","291",,,,,,,,,,,,,"358","86","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"BATFR04","2022-03-01T11:00:00","-2.60","5.30",,,"1","6","2","5","7","2","1",,"230",,"50",,,,,"10106","8","1","8","287",,,"238","1","295",,,,,,,,,,,,,"358","25","798","172","5","0",,"2","111111","11AAA11A11AAA1",,"5",,,
"1301709","2022-03-01T12:00:00","-8.01","6.97",,,"1","4","2","5",,,"11",,,,,,,,,"10105",,,"8",,,,,"9","292",,,,,,,,,,,,,"358","86","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"BATFR04","2022-03-01T12:00:00","-2.50","5.20",,,"1","6","2","5","7","2","1",,"240","1","50",,,,,"10098","8","16","8","287",,,"238","1","297",,,,,,,,,,,,,"358","25","798","172","5","1","2","2","111111","11AAA11A11AAA1",,"5",,,
"1301709","2022-03-01T13:00:00","-8.01","6.98",,,"1","4","2","5",,,"11",,,,,,,,,"10098",,,"8",,,,,"9","292",,,,,,,,,,,,,"358","86","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"BATFR04","2022-03-01T13:00:00","-2.40","5.10",,,"1","6","2","5","7","2","1",,"250",,"45",,,,,"10090","8","20","8","286",,,"240","1","295",,,,,,,,,,,,,"358","25","798","172","5","0",,"2","111111","11AAA11A11AAA1",,"5",,,
"1301709","2022-03-01T14:00:00","-8.00","6.98",,,"1","4","2","5",,,"11",,,,,,,,,"10089",,,"8",,,,,"9","292",,,,,,,,,,,,,"358","86","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"BATFR04","2022-03-01T14:00:00","-2.30","5.00",,,"1","6","2","5","7","2","1",,"250",,"55",,,,,"10082","7","24","8","285",,,"243","1","295",,,,,,,,,,,,,"358","25","798","172","5","0",,"2","113111","11AAA11A11AAA1",,"5",,,
"1301709","2022-03-01T15:00:00","-8.00","6.98",,,"1","4","2","5",,,"11",,,,,,,,,"10086",,,"8",,,,,"9","292",,,,,,,,,,,,,"358","86","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"BATFR04","2022-03-01T15:00:00","-2.20","4.80",,,"1","6","2","5","7","2","1",,"240",,"60",,,,,"10080","6","18","8","283",,,"241","1","292",,,,,,,,,,,,,"358","24","798","172","5","0",,"2","113111","11AAA11A11AAA1",,"5",,,
"1301709","2022-03-01T16:00:00","-8.00","6.98",,,"1","4","2","5",,,"11",,,,,,,,,"10087",,,"8",,,,,"9","291",,,,,,,,,,,,,"358","86","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"BATFR04","2022-03-01T16:00:00","-2.10","4.70",,,"1","6","2","5","7","2","1",,"240",,"55",,,,,"10079","6","11","8","281",,,"243","1","293",,,,,,,,,,,,,"358","24","798","172","5","0",,"2","111111","11AAA11A11AAA1",,"5",,,
"1301709","2022-03-01T17:00:00","-8.01","6.99",,,"1","4","2","5",,,"11",,,,,,,,,"10093",,,"8",,,,,"9","291",,,,,,,,,,,,,"358","86","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"BATFR04","2022-03-01T17:00:00","-2.00","4.60",,,"1","6","2","5","7","2","1",,"230",,"55",,,,,"10082","5",,"8","279",,,"243","1","288",,,,,,,,,,,,,"358","24","798","172","5","0",,"2","111111","11AAA11A11AAA7",,"5",,,
"1301709","2022-03-01T18:00:00","-8.00","6.98",,,"1","4","2","5",,,"11",,,,,,,,,"10094",,,"8",,,,,"9","291",,,,,,,,,,,,,"358","86","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"BATFR04","2022-03-01T18:00:00","-1.90","4.40",,,"1","6","2","5","7","2","1",,"230","1","60",,,,,"10085","3","5","8","279",,,"243","1","287",,,,,,,,,,,,,"358","14","798","172","5","1","2","1","111111","11AAA11A11AAA1",,"5",,,
"1301709","2022-03-01T19:00:00","-8.00","6.99",,,"1","4","2","5",,,"11",,,,,,,,,"10100",,,"8",,,,,"9","291",,,,,,,,,,,,,"358","86","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"BATFR04","2022-03-01T19:00:00","-1.80","4.30",,,"1","6","2","5","7","2","1",,"220",,"70",,,,,"10096","3","16","8","279",,,"241","1","289",,,,,,,,,,,,,"358","14","798","172","5","0",,"1","111111","11AAA11A11AAA1",,"5",,,
"1301709","2022-03-01T20:00:00","-7.99","6.99",,,"1","4","2","5",,,"11",,,,,,,,,"10109",,,"8",,,,,"9","291",,,,,,,,,,,,,"358","76","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"BATFR04","2022-03-01T20:00:00","-1.70","4.10",,,"1","6","2","5","7","2","1",,"210",,"70",,,,,"10103","3","21","8","281",,,"241","1","288",,,,,,,,,,,,,"358","14","798","172","5","0",,"1","111111","11AAA11A11AAA1",,"5",,,
"1301709","2022-03-01T21:00:00","-7.99","6.98",,,"1","4","2","5",,,"11",,,,,,,,,"10111",,,"8",,,,,"9","291",,,,,,,,,,,,,"358","76","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"BATFR04","2022-03-01T21:00:00","-1.50","4.00",,,"1","6","2","5","7","2","1",,"210",,"70",,,,,"10106","1","21","8","280",,,"242","1","288",,,,,,,,,,,,,"358","14","798","172","5","0",,"1","111111","11AAA11A11AAA1",,"5",,,
"1301709","2022-03-01T22:00:00","-7.98","6.98",,,"1","4","2","5",,,"11",,,,,,,,,"10120",,,"8",,,,,"9","290",,,,,,,,,,,,,"358","76","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"BATFR04","2022-03-01T22:00:00","-1.40","3.90",,,"1","6","2","5","7","2","1",,"200",,"50",,,,,"10110","1","14","8","283",,,"232","1","289",,,,,,,,,,,,,"358","13","798","172","5","0",,"1","111111","11AAA11A11AAA1",,"5",,,
"1301709","2022-03-01T23:00:00","-7.98","6.98",,,"1","4","2","5",,,"11",,,,,,,,,"10119",,,"8",,,,,"9","290",,,,,,,,,,,,,"358","76","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"BATFR04","2022-03-01T23:00:00","-1.30","3.70",,,"1","6","2","5","7","2","1",,"200",,"35",,,,,"10105","0","2","8","283",,,"234","1","291",,,,,,,,,,,,,"358","13","798","172","5","0",,"1","111111","11AAA11A11AAA1",,"5",,,
"1301709","2022-03-02T00:00:00","-7.97","6.98",,,"1","4","2","5",,,"11",,,,,,,,,"10113",,,"8",,,,,"9","290",,,,,,,,,,,,,"358","76","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"BATFR04","2022-03-02T00:00:00","-1.20","3.60",,,"1","6","2","5","7","2","1",,"180","1","40",,,,,"10101","8","5","8","283",,,"230","1","292",,,,,,,,,,,,,"358","13","798","172","5","1","2","1","111111","11AAA11A11AAA1",,"5",,,
"1301709","2022-03-02T01:00:00","-7.97","6.99",,,"1","4","2","5",,,"11",,,,,,,,,"10105",,,"8",,,,,"9","290",,,,,,,,,,,,,"358","76","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"BATFR04","2022-03-02T01:00:00","-1.10","3.50",,,"1","6","2","5","7","2","1",,"200",,"30",,,,,"10097","6","13","8","283",,,"234","1","295",,,,,,,,,,,,,"358","13","798","172","5","0",,"1","111111","11AAA11A11AAA1",,"5",,,
"1301709","2022-03-02T02:00:00","-7.96","6.98",,,"1","4","2","5",,,"11",,,,,,,,,"10100",,,"8",,,,,"9","290",,,,,,,,,,,,,"358","76","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"BATFR04","2022-03-02T02:00:00","-1.00","3.30",,,"1","6","2","5","7","2","1",,"200",,"25",,,,,"10093","7","12","8","279",,,"239","1","296",,,,,,,,,,,,,"358","13","798","172","5","0",,"1","111111","11AAA11A11AAA1",,"5",,,
"1301709","2022-03-02T03:00:00","-7.96","6.98",,,"1","4","2","5",,,"11",,,,,,,,,"10096",,,"8",,,,,"9","290",,,,,,,,,,,,,"358","76","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"BATFR04","2022-03-02T03:00:00","-0.90","3.20",,,"1","6","2","5","7","2","1",,"190",,"30",,,,,"10091","6","10","8","278",,,"240","1","299",,,,,,,,,,,,,"358","3","798","172","5","0",,"1","111111","11AAA11A11AAA1",,"5",,,
"1301709","2022-03-02T04:00:00","-7.96","6.98",,,"1","4","2","5",,,"11",,,,,,,,,"10094",,,"8",,,,,"9","290",,,,,,,,,,,,,"358","76","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"BATFR04","2022-03-02T04:00:00","-0.80","3.10",,,"1","6","2","5","7","2","1",,"150",,"35",,,,,"10092","5","5","8","279",,,"243","1","297",,,,,,,,,,,,,"358","3","798","172","5","0",,"1","111111","11AAA11A11AAA1",,"5",,,
"1301709","2022-03-02T05:00:00","-7.95","6.98",,,"1","4","2","5",,,"11",,,,,,,,,"10096",,,"8",,,,,"9","289",,,,,,,,,,,,,"358","76","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"BATFR04","2022-03-02T05:00:00","-0.60","3.00",,,"1","6","2","5","7","2","1",,"190",,"35",,,,,"10095","3","2","8","281",,,"245","1","298",,,,,,,,,,,,,"358","3","798","172","5","0",,"1","111111","11AAA11A11AAA1",,"5",,,
"1301709","2022-03-02T06:00:00","-7.94","6.98",,,"1","4","2","5",,,"11",,,,,,,,,"10098",,,"8",,,,,"9","289",,,,,,,,,,,,,"358","76","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"BATFR04","2022-03-02T06:00:00","-0.50","2.90",,,"1","6","2","5","8","2","1",,"190","1","40",,,,,"10097","3","6","8","281",,,"243","1","299",,,,,,,,,,,,,"358","2","798","172","5","1","2","2","111111","11AAA11A11AAA1",,"5",,,
"1301709","2022-03-02T07:00:00","-7.94","6.98",,,"1","4","2","5",,,"11",,,,,,,,,"10100",,,"8",,,,,"9","289",,,,,,,,,,,,,"358","76","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"BATFR04","2022-03-02T07:00:00","-0.30","2.80",,,"1","6","2","5","8","2","1",,"220",,"25",,,,,"10104","3","12","8","283",,,"241","1","300",,,,,,,,,,,,,"358","2","798","172","5","0",,"2","111111","11AAA11A11AAA1",,"5",,,
"1301709","2022-03-02T08:00:00","-7.93","6.97",,,"1","4","2","5",,,"11",,,,,,,,,"10102",,,"8",,,,,"9","289",,,,,,,,,,,,,"358","76","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"BATFR04","2022-03-02T08:00:00","-0.10","2.70",,,"1","6","2","5","8","2","1",,"220",,"25",,,,,"10107","3","12","8","288",,,"239","1","301",,,,,,,,,,,,,"358","2","798","172","5","0",,"2","111111","11AAA11A11AAA1",,"5",,,
"1301709","2022-03-02T09:00:00","-7.93","6.97",,,"1","4","2","5",,,"11",,,,,,,,,"10110",,,"8",,,,,"9","289",,,,,,,,,,,,,"358","76","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-02T10:00:00","-7.92","6.97",,,"1","4","2","5",,,"11",,,,,,,,,"10116",,,"8",,,,,"9","290",,,,,,,,,,,,,"358","76","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-02T11:00:00","-7.91","6.96",,,"1","4","2","5",,,"11",,,,,,,,,"10116",,,"8",,,,,"9","291",,,,,,,,,,,,,"358","76","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"A8IY9","2022-03-02T11:00:00","-7.10","8.90",,,"1","6","2","5","5","4","1",,"120","3","41","1","98","2",,"10120","4","0","8","300",,,,"1","280","6","3","4","7","4","2",,,,,,,"358","78","798","172","5","0",,"2","111116","1111A111111AA1",,"5",,,
"1301709","2022-03-02T12:00:00","-7.90","6.96",,,"1","4","2","5",,,"11",,,,,,,,,"10108",,,"8",,,,,"9","292",,,,,,,,,,,,,"358","76","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-02T13:00:00","-7.90","6.96",,,"1","4","2","5",,,"11",,,,,,,,,"10101",,,"8",,,,,"9","293",,,,,,,,,,,,,"358","76","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-02T14:00:00","-7.89","6.95",,,"1","4","2","5",,,"11",,,,,,,,,"10089",,,"8",,,,,"9","294",,,,,,,,,,,,,"358","76","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-02T15:00:00","-7.89","6.95",,,"1","4","2","5",,,"11",,,,,,,,,"10084",,,"8",,,,,"9","294",,,,,,,,,,,,,"358","76","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-02T16:00:00","-7.89","6.95",,,"1","4","2","5",,,"11",,,,,,,,,"10084",,,"8",,,,,"9","294",,,,,,,,,,,,,"358","76","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-02T17:00:00","-7.89","6.94",,,"1","4","2","5",,,"11",,,,,,,,,"10084",,,"8",,,,,"9","293",,,,,,,,,,,,,"358","76","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-02T18:00:00","-7.88","6.93",,,"1","4","2","5",,,"11",,,,,,,,,"10088",,,"8",,,,,"9","292",,,,,,,,,,,,,"358","76","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-02T19:00:00","-7.88","6.93",,,"1","4","2","5",,,"11",,,,,,,,,"10098",,,"8",,,,,"9","292",,,,,,,,,,,,,"358","76","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-02T20:00:00","-7.88","6.92",,,"1","4","2","5",,,"11",,,,,,,,,"10105",,,"8",,,,,"9","292",,,,,,,,,,,,,"358","76","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-02T21:00:00","-7.87","6.91",,,"1","4","2","5",,,"11",,,,,,,,,"10107",,,"8",,,,,"9","291",,,,,,,,,,,,,"358","76","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-02T22:00:00","-7.87","6.91",,,"1","4","2","5",,,"11",,,,,,,,,"10110",,,"8",,,,,"9","291",,,,,,,,,,,,,"358","76","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-02T23:00:00","-7.87","6.90",,,"1","4","2","5",,,"11",,,,,,,,,"10109",,,"8",,,,,"9","291",,,,,,,,,,,,,"358","76","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-03T00:00:00","-7.87","6.90",,,"1","4","2","5",,,"11",,,,,,,,,"10102",,,"8",,,,,"9","291",,,,,,,,,,,,,"358","76","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"D5KR2","2022-03-03T00:00:00","-1.60","3.00",,,"1","5","2","5","4","3","1",,"180","4","51","1","97","2","2","10081",,,"8","280",,"260","252",,,"3",,"1","4","4","4",,"10","2","18","10","2","358","13","798","172","5","1","2","1","F11111","111111111A111A",,"5",,"2",
"1301709","2022-03-03T01:00:00","-7.87","6.90",,,"1","4","2","5",,,"11",,,,,,,,,"10099",,,"8",,,,,"9","291",,,,,,,,,,,,,"358","76","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-03T02:00:00","-7.87","6.89",,,"1","4","2","5",,,"11",,,,,,,,,"10095",,,"8",,,,,"9","291",,,,,,,,,,,,,"358","76","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-03T03:00:00","-7.87","6.89",,,"1","4","2","5",,,"11",,,,,,,,,"10094",,,"8",,,,,"9","290",,,,,,,,,,,,,"358","76","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-03T04:00:00","-7.87","6.89",,,"1","4","2","5",,,"11",,,,,,,,,"10097",,,"8",,,,,"9","290",,,,,,,,,,,,,"358","76","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"V7DJ5","2022-03-03T04:00:00","-0.60","3.00",,,"1","6","2","5","4","3","1",,"220","3","72","1","97","2","1","10100","4","0","8","280",,"260","252","1","280","5","4","A","3","A","7",,"5","2",,,,"358","3","798","172","5","1","2","1","111111","111111111111A1",,"5",,"1",
"1301709","2022-03-03T05:00:00","-7.87","6.88",,,"1","4","2","5",,,"11",,,,,,,,,"10102",,,"8",,,,,"9","290",,,,,,,,,,,,,"358","76","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"V7DJ5","2022-03-03T05:00:00","-0.80","3.00",,,"1","6","2","5","4","3","1",,"210","3","62","1","97","2","1","10100","4","0","8","280",,"260","252","1","280","5","4","A","3","A","7",,"5","2",,,,"358","3","798","172","5","1","2","1","111111","111111111111A1",,"5",,"1",
"1301709","2022-03-03T06:00:00","-7.87","6.87",,,"1","4","2","5",,,"11",,,,,,,,,"10107",,,"8",,,,,"9","289",,,,,,,,,,,,,"358","76","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"V7DJ5","2022-03-03T06:00:00","-1.00","3.10",,,"1","6","2","5","4","3","1",,"200","3","57","1","97","2","1","10100","4","0","8","260",,"250","246","1","290","5","5","7","3","4","4",,"5","2",,,,"358","13","798","172","5","1","2","2","111111","111111111111A1",,"5",,"1",
"1301709","2022-03-03T07:00:00","-7.87","6.86",,,"1","4","2","5",,,"11",,,,,,,,,"10112",,,"8",,,,,"9","289",,,,,,,,,,,,,"358","76","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"V7DJ5","2022-03-03T07:00:00","-1.20","3.10",,,"1","6","2","5","4","3","1",,"230","3","57","1","97","2","1","10110","0","10","8","280",,"260","252","1","290","5","5","7","3","4","2",,"5","2",,,,"358","13","798","172","5","1","2","2","111111","111111111111A1",,"5",,"1",
"1301709","2022-03-03T08:00:00","-7.88","6.86",,,"1","4","2","5",,,"11",,,,,,,,,"10121",,,"8",,,,,"9","289",,,,,,,,,,,,,"358","76","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"V7DJ5","2022-03-03T08:00:00","-1.40","3.20",,,"1","6","2","5","4","3","1",,"200","3","57","1","97","2","1","10120","0","0","8","300",,"290","287","1","290","4","4","4","6","4","4",,,,,,,"358","13","798","172","5","1","2","2","111111","11111111111AA1",,"5",,"1",
"1301709","2022-03-03T09:00:00","-7.88","6.85",,,"1","4","2","5",,,"11",,,,,,,,,"10124",,,"8",,,,,"9","289",,,,,,,,,,,,,"358","76","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"V7DJ5","2022-03-03T09:00:00","-1.60","3.20",,,"1","6","2","5","4","3","1",,"210","3","57","1","98","2","1","10120","0","0","8","300",,"290","287","1","290","3","3","2","2","4","5",,,,,,,"358","13","798","172","5","1","2","2","111111","11111111111AA1",,"5",,"1",
"V7DJ5","2022-03-03T10:00:00","-1.80","3.30",,,"1","6","2","5","4","3","1",,"190","3","51","1","97","2","1","10120","0","0","8","300",,"290","287","1","300","3","3","2","2","4","4",,,,,,,"358","13","798","172","5","1","2","2","111111","11111111111AA1",,"5",,"1",
"1301709","2022-03-03T11:00:00","-7.88","6.84",,,"1","4","2","5",,,"11",,,,,,,,,"10117",,,"8",,,,,"9","290",,,,,,,,,,,,,"358","76","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"A8IY9","2022-03-03T11:00:00","-5.90","7.30",,,"1","6","2","5","4","1","1",,"110","3","31","1","97","50",,"10120","4","0","8","280",,,,"1","290","8","6","7","6","7","A",,,,,,,"358","57","798","172","5","0",,"2","111116","1111A111111AA1",,"5",,,
"V7DJ5","2022-03-03T11:00:00","-1.90","3.30",,,"1","6","2","5","4","3","1",,"200","3","57","1","98","2","1","10120","0","0","8","300",,"290","287","1","300","3","3","2","2","4","4",,,,,,,"358","13","798","172","5","1","2","2","111111","11111111111AA1",,"5",,"1",
"1301709","2022-03-03T12:00:00","-7.88","6.83",,,"1","4","2","5",,,"11",,,,,,,,,"10109",,,"8",,,,,"9","291",,,,,,,,,,,,,"358","76","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
